source	target	label
C2979982	C0032987	has_symptom
C2979982	C0007860	has_symptom
C2979982	C0042133	has_symptom
C0000833	C0025229	has_symptom
C0000833	C0162510	has_symptom
C0000833	C0001339	has_symptom
C0000833	C0238124	has_symptom
C0000833	C0149507	has_symptom
C0000833	C0029095	has_symptom
C0000833	C0003175	has_symptom
C0000833	C0495676	has_symptom
C0000833	C1274369	has_symptom
C0000833	C0161021	has_symptom
C0000833	C3179450	has_symptom
C0000833	C0263442	has_symptom
C0000833	C1510412	has_symptom
C0000833	C0271475	has_symptom
C0000833	C0030528	has_symptom
C0000833	C0029882	has_symptom
C0000833	C0026916	has_symptom
C0000833	C0157849	has_symptom
C0000833	C0149520	has_symptom
C0000833	C0023885	has_symptom
C0000833	C0265031	has_symptom
C0000833	C0040445	has_symptom
C0000833	C0264053	has_symptom
C0000833	C0026683	has_symptom
C0000833	C0029644	has_symptom
C0000833	C0014534	has_symptom
C0000833	C0472513	has_symptom
C0000833	C0156325	has_symptom
C0000833	C0024110	has_symptom
C0000833	C0031557	has_symptom
C0000833	C0024894	has_symptom
C0000833	C0038160	has_symptom
C0000833	C0012813	has_symptom
C0000833	C0019288	has_symptom
C0000833	C0042253	has_symptom
C0000833	C0010346	has_symptom
C0000833	C0026975	has_symptom
C0000833	C0004767	has_symptom
C0000833	C0343525	has_symptom
C0000833	C0021122	has_symptom
C0000833	C1707305	has_symptom
C0000833	C0001577	has_symptom
C0000833	C0085160	has_symptom
C0000833	C0031055	has_symptom
C0000833	C0276651	has_symptom
C0000833	C0014175	has_symptom
C0000833	C0162836	has_symptom
C0000833	C0040150	has_symptom
C0000833	C2874510	has_symptom
C0000833	C0851907	has_symptom
C0000833	C0024286	has_symptom
C0000833	C0033838	has_symptom
C0000833	C1704275	has_symptom
C0000833	C0085434	has_symptom
C0000833	C0012817	has_symptom
C0000833	C0031019	has_symptom
C0000833	C0242362	has_symptom
C0000833	C0016398	has_symptom
C0000833	C0041466	has_symptom
C0000833	C0315218	has_symptom
C0000833	C0034895	has_symptom
C0000833	C0398593	has_symptom
C0000833	C0006105	has_symptom
C0000833	C0001261	has_symptom
C0000833	C0037926	has_symptom
C0000833	C1833693	has_symptom
C0000833	C0003615	has_symptom
C0000833	C0035854	has_symptom
C0000833	C0008495	has_symptom
C0000833	C0149516	has_symptom
C0000833	C0025037	has_symptom
C0000833	C0406832	has_symptom
C0000833	C0031157	has_symptom
C0000833	C0155683	has_symptom
C0000833	C0037023	has_symptom
C0003123	C1861783	has_symptom
C0003123	C0004576	has_symptom
C0003123	C0001339	has_symptom
C0003123	C0149649	has_symptom
C0003123	C0002797	has_symptom
C0003123	C0032533	has_symptom
C0003123	C0019159	has_symptom
C0003123	C0030528	has_symptom
C0003123	C0025292	has_symptom
C0003123	C0027528	has_symptom
C0003123	C0451818	has_symptom
C0003123	C0040553	has_symptom
C0003123	C0005137	has_symptom
C0003123	C0003950	has_symptom
C0003123	C0026139	has_symptom
C0003123	C0520700	has_symptom
C0003123	C0029587	has_symptom
C0003123	C2267227	has_symptom
C0003123	C3711645	has_symptom
C0003123	C0004771	has_symptom
C0003123	C0002390	has_symptom
C0003123	C0027030	has_symptom
C0003123	C0023176	has_symptom
C0003123	C0342951	has_symptom
C0003123	C0014057	has_symptom
C0003123	C0035613	has_symptom
C0003123	C0029106	has_symptom
C0003123	C0025530	has_symptom
C0003123	C0161713	has_symptom
C0003123	C0024266	has_symptom
C0003123	C0013473	has_symptom
C0003123	C0038054	has_symptom
C0003123	C0241910	has_symptom
C0003123	C0412992	has_symptom
C0003123	C2874510	has_symptom
C0003123	C0022806	has_symptom
C0003123	C2902853	has_symptom
C0003123	C0038034	has_symptom
C0003123	C0403447	has_symptom
C0003123	C0026691	has_symptom
C0003123	C0024904	has_symptom
C0003123	C1336078	has_symptom
C0003123	C0003125	has_symptom
C0003123	C0016978	has_symptom
C0003123	C0268707	has_symptom
C0003123	C0005592	has_symptom
C0003123	C0003615	has_symptom
C0003123	C0267830	has_symptom
C0003123	C0021141	has_symptom
C0003123	C0032453	has_symptom
C0003123	C0003128	has_symptom
C0003123	C0042847	has_symptom
C0004339	C0242770	has_symptom
C0004339	C0026269	has_symptom
C0004339	C0026267	has_symptom
C0004339	C0032805	has_symptom
C0004339	C0006915	has_symptom
C0004339	C0034069	has_symptom
C0004339	C4721952	has_symptom
C0004339	C0035067	has_symptom
C0004339	C0750942	has_symptom
C0004339	C0006271	has_symptom
C0004339	C0034089	has_symptom
C0004339	C0403399	has_symptom
C0004339	C0040963	has_symptom
C0004339	C0025062	has_symptom
C0004339	C0018824	has_symptom
C0004339	C0039496	has_symptom
C0004339	C1701940	has_symptom
C0004339	C0042943	has_symptom
C0004339	C0003504	has_symptom
C0004339	C0161717	has_symptom
C0004339	C0149630	has_symptom
C0004339	C0007194	has_symptom
C0004339	C0016522	has_symptom
C0004339	C1406195	has_symptom
C0004339	C0032300	has_symptom
C0004339	C0032319	has_symptom
C0004339	C0040961	has_symptom
C0004339	C0235527	has_symptom
C0004936	C0751900	has_symptom
C0004936	C0497020	has_symptom
C0004936	C0036339	has_symptom
C0004936	C0752286	has_symptom
C0004936	C0699828	has_symptom
C0004936	C0011757	has_symptom
C0004936	C0016667	has_symptom
C0004936	C0282550	has_symptom
C0004936	C0752347	has_symptom
C0004936	C3658283	has_symptom
C0004936	C0030764	has_symptom
C0004936	C0235387	has_symptom
C0004936	C0030528	has_symptom
C0004936	C0005887	has_symptom
C0004936	C0028768	has_symptom
C0004936	C0154405	has_symptom
C0004936	C1838049	has_symptom
C0004936	C0236811	has_symptom
C0004936	C0451818	has_symptom
C0004936	C0022734	has_symptom
C0004936	C1510586	has_symptom
C0004936	C0432443	has_symptom
C0004936	C0026773	has_symptom
C0004936	C0003431	has_symptom
C0004936	C4065090	has_symptom
C0004936	C0037672	has_symptom
C0004936	C0001883	has_symptom
C0004936	C3837219	has_symptom
C0004936	C0006107	has_symptom
C0004936	C0009946	has_symptom
C0004936	C0003477	has_symptom
C0004936	C0796022	has_symptom
C0004936	C0029587	has_symptom
C0004936	C0007789	has_symptom
C0004936	C2267227	has_symptom
C0004936	C0022104	has_symptom
C0004936	C0221074	has_symptom
C0004936	C0023374	has_symptom
C0004936	C0012236	has_symptom
C0004936	C0525043	has_symptom
C0004936	C0017154	has_symptom
C0004936	C0019681	has_symptom
C0004936	C0027030	has_symptom
C0004936	C2874960	has_symptom
C0004936	C0042253	has_symptom
C0004936	C0751434	has_symptom
C0004936	C0040517	has_symptom
C0004936	C1456308	has_symptom
C0004936	C2874983	has_symptom
C0004936	C0149922	has_symptom
C0004936	C0009595	has_symptom
C0004936	C0005122	has_symptom
C0004936	C0233754	has_symptom
C0004936	C0036363	has_symptom
C0004936	C0020604	has_symptom
C0004936	C0021122	has_symptom
C0004936	C0268338	has_symptom
C0004936	C0086626	has_symptom
C0004936	C0039496	has_symptom
C0004936	C0152164	has_symptom
C0004936	C0349216	has_symptom
C0004936	C0013473	has_symptom
C0004936	C0494717	has_symptom
C0004936	C0349231	has_symptom
C0004936	C0234022	has_symptom
C0004936	C0033958	has_symptom
C0004936	C0030484	has_symptom
C0004936	C0027338	has_symptom
C0004936	C0038273	has_symptom
C0004936	C0085429	has_symptom
C0004936	C0006012	has_symptom
C0004936	C2886514	has_symptom
C0004936	C0393773	has_symptom
C0004936	C0012734	has_symptom
C0004936	C0039373	has_symptom
C0004936	C0004352	has_symptom
C0004936	C0263353	has_symptom
C0004936	C0035372	has_symptom
C0004936	C4552595	has_symptom
C0004936	C0036902	has_symptom
C0004936	C1827755	has_symptom
C0004936	C0029121	has_symptom
C0004936	C2874979	has_symptom
C0004936	C0236736	has_symptom
C0004936	C0234455	has_symptom
C0004936	C0086335	has_symptom
C0004936	C0039082	has_symptom
C0004936	C0027831	has_symptom
C0004936	C1859726	has_symptom
C0004936	C0478140	has_symptom
C0004936	C0338952	has_symptom
C0004936	C0242038	has_symptom
C0004936	C0010598	has_symptom
C0004936	C0027849	has_symptom
C0004936	C0013080	has_symptom
C0004936	C0028313	has_symptom
C0004936	C0006433	has_symptom
C0004936	C0007370	has_symptom
C0004936	C0432442	has_symptom
C0004936	C0027404	has_symptom
C0004936	C0030319	has_symptom
C0004936	C0546983	has_symptom
C0004936	C0040953	has_symptom
C0004936	C1834207	has_symptom
C0004936	C0349208	has_symptom
C0004936	C0752120	has_symptom
C0004936	C0349245	has_symptom
C0004936	C0936244	has_symptom
C0004936	C0020796	has_symptom
C0004936	C0038436	has_symptom
C0004936	C0041228	has_symptom
C0004936	C0003125	has_symptom
C0004936	C0040336	has_symptom
C0004936	C0036161	has_symptom
C0004936	C0520676	has_symptom
C0004936	C0556008	has_symptom
C0004936	C0391976	has_symptom
C0004936	C0024809	has_symptom
C0004936	C0349080	has_symptom
C0004936	C0268631	has_symptom
C0004936	C2830325	has_symptom
C0004936	C0014556	has_symptom
C0004936	C1839736	has_symptom
C0004936	C0023522	has_symptom
C0004936	C0524528	has_symptom
C0004936	C0033922	has_symptom
C0004936	C0040127	has_symptom
C0004936	C0236795	has_symptom
C0004936	C0018621	has_symptom
C0004936	C0036939	has_symptom
C0004936	C0015480	has_symptom
C0004936	C0206019	has_symptom
C0004936	C0036337	has_symptom
C0004936	C0016736	has_symptom
C0004936	C1400433	has_symptom
C0004936	C0011581	has_symptom
C0004936	C0234047	has_symptom
C0011175	C0002892	has_symptom
C0011175	C0268548	has_symptom
C0011175	C0342474	has_symptom
C0011175	C0272325	has_symptom
C0011175	C0010690	has_symptom
C0011175	C0043065	has_symptom
C0011175	C0028756	has_symptom
C0011175	C1263960	has_symptom
C0011175	C0340468	has_symptom
C0011175	C0275982	has_symptom
C0011175	C0027609	has_symptom
C0011175	C2712970	has_symptom
C0011175	C1299624	has_symptom
C0011175	C0038814	has_symptom
C0011175	C0008354	has_symptom
C0011175	C0004775	has_symptom
C0011175	C0011880	has_symptom
C0011175	C4065090	has_symptom
C0011175	C0376620	has_symptom
C0011175	C0238454	has_symptom
C0011175	C0396053	has_symptom
C0011175	C0162565	has_symptom
C0011175	C1719410	has_symptom
C0011175	C0085656	has_symptom
C0011175	C0004099	has_symptom
C0011175	C0020625	has_symptom
C0011175	C0019103	has_symptom
C0011175	C0030524	has_symptom
C0011175	C1328479	has_symptom
C0011175	C2267227	has_symptom
C0011175	C0342687	has_symptom
C0011175	C0740394	has_symptom
C0011175	C0006271	has_symptom
C0011175	C0079153	has_symptom
C0011175	C0015734	has_symptom
C0011175	C0525043	has_symptom
C0011175	C0079840	has_symptom
C0011175	C3888846	has_symptom
C0011175	C2900154	has_symptom
C0011175	C0025162	has_symptom
C0011175	C0042253	has_symptom
C0011175	C0087086	has_symptom
C0011175	C0036992	has_symptom
C0011175	C0268292	has_symptom
C0011175	C0020413	has_symptom
C0011175	C0028271	has_symptom
C0011175	C0155776	has_symptom
C0011175	C0152164	has_symptom
C0011175	C0022672	has_symptom
C0011175	C0034215	has_symptom
C0011175	C0032000	has_symptom
C0011175	C0017160	has_symptom
C0011175	C0008733	has_symptom
C0011175	C0476474	has_symptom
C0011175	C0017551	has_symptom
C0011175	C0015624	has_symptom
C0011175	C0162529	has_symptom
C0011175	C0700639	has_symptom
C0011175	C3852986	has_symptom
C0011175	C0029823	has_symptom
C0011175	C0036091	has_symptom
C0011175	C0268186	has_symptom
C0011175	C0019243	has_symptom
C0011175	C0241969	has_symptom
C0011175	C0019345	has_symptom
C0011175	C0018843	has_symptom
C0011175	C0001403	has_symptom
C0011175	C0011860	has_symptom
C0011175	C0025517	has_symptom
C0011175	C0268328	has_symptom
C0011175	C1861455	has_symptom
C0011175	C0030583	has_symptom
C0011175	C0027849	has_symptom
C0011175	C0041466	has_symptom
C0011175	C0272167	has_symptom
C0011175	C0362086	has_symptom
C0011175	C0162651	has_symptom
C0011175	C1833797	has_symptom
C0011175	C0002351	has_symptom
C0011175	C0024776	has_symptom
C0011175	C2936858	has_symptom
C0011175	C0034535	has_symptom
C0011175	C0342288	has_symptom
C0011175	C0238067	has_symptom
C0011175	C0302361	has_symptom
C0011175	C0014518	has_symptom
C0011175	C1442839	has_symptom
C0011175	C0412933	has_symptom
C0011175	C0003125	has_symptom
C0011175	C0036117	has_symptom
C0011175	C0030499	has_symptom
C0011175	C0151467	has_symptom
C0011175	C0005683	has_symptom
C0011175	C0268707	has_symptom
C0011175	C0400821	has_symptom
C0011175	C0878681	has_symptom
C0011175	C0032300	has_symptom
C0011175	C0268450	has_symptom
C0011175	C0268573	has_symptom
C0011175	C0037198	has_symptom
C0011175	C0021400	has_symptom
C0011175	C0021141	has_symptom
C0011175	C0001623	has_symptom
C0011175	C0040127	has_symptom
C0011175	C0277524	has_symptom
C0011175	C0020758	has_symptom
C0011175	C0016736	has_symptom
C0011175	C0035869	has_symptom
C0011175	C0031157	has_symptom
C0011175	C0019061	has_symptom
C0011175	C0023364	has_symptom
C0011570	C0162316	has_symptom
C0011570	C0497020	has_symptom
C0011570	C0028326	has_symptom
C0011570	C0036339	has_symptom
C0011570	C1556061	has_symptom
C0011570	C0236816	has_symptom
C0011570	C0004576	has_symptom
C0011570	C0494857	has_symptom
C0011570	C0751783	has_symptom
C0011570	C0029095	has_symptom
C0011570	C0238265	has_symptom
C0011570	C0025267	has_symptom
C0011570	C0032533	has_symptom
C0011570	C0018781	has_symptom
C0011570	C0016667	has_symptom
C0011570	C0752347	has_symptom
C0011570	C3658283	has_symptom
C0011570	C0030764	has_symptom
C0011570	C3711381	has_symptom
C0011570	C0085292	has_symptom
C0011570	C0042900	has_symptom
C0011570	C0686346	has_symptom
C0011570	C0005887	has_symptom
C0011570	C0028768	has_symptom
C0011570	C0033797	has_symptom
C0011570	C0154405	has_symptom
C0011570	C1514284	has_symptom
C0011570	C0236811	has_symptom
C0011570	C1834570	has_symptom
C0011570	C0451818	has_symptom
C0011570	C0022734	has_symptom
C0011570	C0020703	has_symptom
C0011570	C1510586	has_symptom
C0011570	C0026773	has_symptom
C0011570	C0020437	has_symptom
C0011570	C0030848	has_symptom
C0011570	C0029944	has_symptom
C0011570	C0277356	has_symptom
C0011570	C0030805	has_symptom
C0011570	C0023646	has_symptom
C0011570	C2880958	has_symptom
C0011570	C0006118	has_symptom
C0011570	C2940786	has_symptom
C0011570	C0026139	has_symptom
C0011570	C0271815	has_symptom
C0011570	C0003477	has_symptom
C0011570	C0520700	has_symptom
C0011570	C0007789	has_symptom
C0011570	C0026769	has_symptom
C0011570	C0032776	has_symptom
C0011570	C4082769	has_symptom
C0011570	C2267227	has_symptom
C0011570	C0022104	has_symptom
C0011570	C0221074	has_symptom
C0011570	C0009088	has_symptom
C0011570	C0033823	has_symptom
C0011570	C0043121	has_symptom
C0011570	C0019681	has_symptom
C0011570	C0017154	has_symptom
C0011570	C2874526	has_symptom
C0011570	C0032897	has_symptom
C0011570	C1848137	has_symptom
C0011570	C0265493	has_symptom
C0011570	C0042253	has_symptom
C0011570	C0346647	has_symptom
C0011570	C2874960	has_symptom
C0011570	C0023176	has_symptom
C0011570	C0006309	has_symptom
C0011570	C0003705	has_symptom
C0011570	C0007134	has_symptom
C0011570	C1456308	has_symptom
C0011570	C0023652	has_symptom
C0011570	C0149922	has_symptom
C0011570	C0700359	has_symptom
C0011570	C0024117	has_symptom
C0011570	C0677607	has_symptom
C0011570	C0917798	has_symptom
C0011570	C0010346	has_symptom
C0011570	C0433905	has_symptom
C0011570	C1280469	has_symptom
C0011570	C0036363	has_symptom
C0011570	C0080194	has_symptom
C0011570	C0221406	has_symptom
C0011570	C0435585	has_symptom
C0011570	C0268338	has_symptom
C0011570	C0752304	has_symptom
C0011570	C0086626	has_symptom
C0011570	C0001889	has_symptom
C0011570	C0265252	has_symptom
C0011570	C0020604	has_symptom
C0011570	C0338591	has_symptom
C0011570	C0039496	has_symptom
C0011570	C0023487	has_symptom
C0011570	C0795950	has_symptom
C0011570	C0019640	has_symptom
C0011570	C0007193	has_symptom
C0011570	C0013473	has_symptom
C0011570	C0349216	has_symptom
C0011570	C0040147	has_symptom
C0011570	C0009777	has_symptom
C0011570	C0034215	has_symptom
C0011570	C0030472	has_symptom
C0011570	C0032000	has_symptom
C0011570	C0007020	has_symptom
C0011570	C0030567	has_symptom
C0011570	C1855607	has_symptom
C0011570	C0349231	has_symptom
C0011570	C0234022	has_symptom
C0011570	C0024141	has_symptom
C0011570	C0017551	has_symptom
C0011570	C0006012	has_symptom
C0011570	C0019202	has_symptom
C0011570	C0040428	has_symptom
C0011570	C0348568	has_symptom
C0011570	C0004352	has_symptom
C0011570	C2874510	has_symptom
C0011570	C0036902	has_symptom
C0011570	C0039128	has_symptom
C0011570	C0155679	has_symptom
C0011570	C0029121	has_symptom
C0011570	C0234455	has_symptom
C0011570	C0039082	has_symptom
C0011570	C0027831	has_symptom
C0011570	C0040997	has_symptom
C0011570	C0085578	has_symptom
C0011570	C0338952	has_symptom
C0011570	C0206085	has_symptom
C0011570	C0008297	has_symptom
C0011570	C1864851	has_symptom
C0011570	C0242038	has_symptom
C0011570	C0221033	has_symptom
C0011570	C1832884	has_symptom
C0011570	C0001403	has_symptom
C0011570	C2874661	has_symptom
C0011570	C2750087	has_symptom
C0011570	C0033860	has_symptom
C0011570	C0010598	has_symptom
C0011570	C0025517	has_symptom
C0011570	C0038522	has_symptom
C0011570	C0033046	has_symptom
C0011570	C0085215	has_symptom
C0011570	C0000744	has_symptom
C0011570	C0013080	has_symptom
C0011570	C0028313	has_symptom
C0011570	C0008312	has_symptom
C0011570	C0006433	has_symptom
C0011570	C0040953	has_symptom
C0011570	C0030319	has_symptom
C0011570	C0546983	has_symptom
C0011570	C0003873	has_symptom
C0011570	C0011119	has_symptom
C0011570	C0085207	has_symptom
C0011570	C0349208	has_symptom
C0011570	C0018674	has_symptom
C0011570	C0085159	has_symptom
C0011570	C0949570	has_symptom
C0011570	C0752120	has_symptom
C0011570	C0155852	has_symptom
C0011570	C0078981	has_symptom
C0011570	C1608983	has_symptom
C0011570	C0038436	has_symptom
C0011570	C0412933	has_symptom
C0011570	C0003125	has_symptom
C0011570	C0009171	has_symptom
C0011570	C0020524	has_symptom
C0011570	C0028043	has_symptom
C0011570	C0040336	has_symptom
C0011570	C0494304	has_symptom
C0011570	C4554007	has_symptom
C0011570	C0520676	has_symptom
C0011570	C1856113	has_symptom
C0011570	C0391976	has_symptom
C0011570	C0742115	has_symptom
C0011570	C0151714	has_symptom
C0011570	C0024809	has_symptom
C0011570	C0349080	has_symptom
C0011570	C0349273	has_symptom
C0011570	C0028166	has_symptom
C0011570	C0027873	has_symptom
C0011570	C0159914	has_symptom
C0011570	C0031880	has_symptom
C0011570	C0014556	has_symptom
C0011570	C0022802	has_symptom
C0011570	C0024899	has_symptom
C0011570	C0859897	has_symptom
C0011570	C0007682	has_symptom
C0011570	C0011304	has_symptom
C0011570	C0022336	has_symptom
C0011570	C0342381	has_symptom
C0011570	C0009447	has_symptom
C0011570	C0036939	has_symptom
C0011570	C0236795	has_symptom
C0011570	C2874363	has_symptom
C0011570	C0040128	has_symptom
C0011570	C0431633	has_symptom
C0011570	C0015480	has_symptom
C0011570	C0272765	has_symptom
C0011570	C2063866	has_symptom
C0011570	C0206019	has_symptom
C0011570	C0036337	has_symptom
C0011570	C0282488	has_symptom
C0011570	C0011581	has_symptom
C0011570	C0234047	has_symptom
C0013390	C0869098	has_symptom
C0013390	C0152149	has_symptom
C0013390	C0162482	has_symptom
C0013390	C0009088	has_symptom
C0013390	C0156369	has_symptom
C0013390	C1399277	has_symptom
C0013390	C0206765	has_symptom
C0013390	C0014175	has_symptom
C0013390	C0476089	has_symptom
C0013390	C0042237	has_symptom
C0013390	C0036902	has_symptom
C0013390	C0403447	has_symptom
C0013390	C0036130	has_symptom
C0013390	C0033046	has_symptom
C0013390	C1862299	has_symptom
C0013390	C0003615	has_symptom
C0013390	C0431639	has_symptom
C0014038	C0035920	has_symptom
C0014038	C0751900	has_symptom
C0014038	C0348165	has_symptom
C0014038	C0024788	has_symptom
C0014038	C0028756	has_symptom
C0014038	C0085543	has_symptom
C0014038	C0023795	has_symptom
C0014038	C0282550	has_symptom
C0014038	C0043124	has_symptom
C0014038	C0042818	has_symptom
C0014038	C0276226	has_symptom
C0014038	C0025309	has_symptom
C0014038	C0034494	has_symptom
C0014038	C0014040	has_symptom
C0014038	C1719410	has_symptom
C0014038	C0040558	has_symptom
C0014038	C4082173	has_symptom
C0014038	C0026780	has_symptom
C0014038	C0003723	has_symptom
C0014038	C0019103	has_symptom
C0014038	C0205851	has_symptom
C0014038	C0007789	has_symptom
C0014038	C0854348	has_symptom
C0014038	C2931412	has_symptom
C0014038	C0276379	has_symptom
C0014038	C0009088	has_symptom
C0014038	C0206677	has_symptom
C0014038	C0008049	has_symptom
C0014038	C0023264	has_symptom
C0014038	C0023176	has_symptom
C0014038	C0338430	has_symptom
C0014038	C0009400	has_symptom
C0014038	C0014057	has_symptom
C0014038	C0036472	has_symptom
C0014038	C0024266	has_symptom
C0014038	C0344048	has_symptom
C0014038	C0011311	has_symptom
C0014038	C0030472	has_symptom
C0014038	C0030567	has_symptom
C0014038	C0243010	has_symptom
C0014038	C0019360	has_symptom
C0014038	C0338567	has_symptom
C0014038	C0009450	has_symptom
C0014038	C0349606	has_symptom
C0014038	C0086335	has_symptom
C0014038	C0206085	has_symptom
C0014038	C0495407	has_symptom
C0014038	C0018572	has_symptom
C0014038	C0027849	has_symptom
C0014038	C0041466	has_symptom
C0014038	C0028313	has_symptom
C0014038	C0362086	has_symptom
C0014038	C0546983	has_symptom
C0014038	C1855995	has_symptom
C0014038	C0153062	has_symptom
C0014038	C0014061	has_symptom
C0014038	C0014556	has_symptom
C0014038	C0007682	has_symptom
C0014038	C0025007	has_symptom
C0014038	C0021141	has_symptom
C0014038	C0022336	has_symptom
C0014038	C0019348	has_symptom
C0014038	C0036337	has_symptom
C0014038	C0238111	has_symptom
C0014038	C0472387	has_symptom
C0014038	C0751445	has_symptom
C0014130	C0221152	has_symptom
C0014130	C0340468	has_symptom
C0014130	C0149887	has_symptom
C0014130	C1299624	has_symptom
C0014130	C0400966	has_symptom
C0014130	C0263382	has_symptom
C0014130	C0006118	has_symptom
C0014130	C1839259	has_symptom
C0014130	C0156399	has_symptom
C0014130	C0156279	has_symptom
C0014130	C0016049	has_symptom
C0014130	C0010308	has_symptom
C0014130	C0155616	has_symptom
C0014130	C0026764	has_symptom
C0014130	C0232943	has_symptom
C0014130	C0242292	has_symptom
C0014130	C0005859	has_symptom
C0014130	C0206754	has_symptom
C0014130	C0036902	has_symptom
C0014130	C0022972	has_symptom
C0014130	C0002064	has_symptom
C0014130	C0011860	has_symptom
C0014130	C0030583	has_symptom
C0014130	C0004903	has_symptom
C0014130	C1833797	has_symptom
C0014130	C0009377	has_symptom
C0014130	C0000809	has_symptom
C0014130	C0016724	has_symptom
C0014130	C0393819	has_symptom
C0014130	C0041228	has_symptom
C0014130	C0520676	has_symptom
C0014130	C0031190	has_symptom
C0014130	C0162672	has_symptom
C0014130	C1839736	has_symptom
C0014130	C0494308	has_symptom
C0014130	C0003128	has_symptom
C0014130	C0036337	has_symptom
C0014130	C0085404	has_symptom
C0017152	C0002892	has_symptom
C0017152	C0017154	has_symptom
C0017152	C0206696	has_symptom
C0017152	C1442968	has_symptom
C0017168	C1861783	has_symptom
C0017168	C0004763	has_symptom
C0017168	C2675891	has_symptom
C0017168	C0042580	has_symptom
C0017168	C0270972	has_symptom
C0017168	C1853490	has_symptom
C0017168	C3151302	has_symptom
C0017168	C0220769	has_symptom
C0017168	C0152018	has_symptom
C0017168	C1842870	has_symptom
C0017168	C0034069	has_symptom
C0017168	C0265257	has_symptom
C0017168	C0029882	has_symptom
C0017168	C0948187	has_symptom
C0017168	C0206702	has_symptom
C0017168	C0432443	has_symptom
C0017168	C0037672	has_symptom
C0017168	C0004099	has_symptom
C0017168	C0011432	has_symptom
C0017168	C0333494	has_symptom
C0017168	C0495589	has_symptom
C0017168	C0392495	has_symptom
C0017168	C0265205	has_symptom
C0017168	C0007789	has_symptom
C0017168	C2267227	has_symptom
C0017168	C0022104	has_symptom
C0017168	C0014534	has_symptom
C0017168	C0032357	has_symptom
C0017168	C0265224	has_symptom
C0017168	C0017154	has_symptom
C0017168	C2350170	has_symptom
C0017168	C0023052	has_symptom
C0017168	C0019284	has_symptom
C0017168	C0028705	has_symptom
C0017168	C1442968	has_symptom
C0017168	C0268338	has_symptom
C0017168	C0036421	has_symptom
C0017168	C0001075	has_symptom
C0017168	C0022906	has_symptom
C0017168	C0005859	has_symptom
C0017168	C0032298	has_symptom
C0017168	C0040588	has_symptom
C0017168	C0014848	has_symptom
C0017168	C0795868	has_symptom
C0017168	C0041234	has_symptom
C0017168	C0006272	has_symptom
C0017168	C0700639	has_symptom
C0017168	C0153392	has_symptom
C0017168	C0155679	has_symptom
C0017168	C0852007	has_symptom
C0017168	C0022739	has_symptom
C0017168	C0478115	has_symptom
C0017168	C0267373	has_symptom
C0017168	C0040436	has_symptom
C0017168	C0403447	has_symptom
C0017168	C0521622	has_symptom
C0017168	C0013364	has_symptom
C0017168	C0010631	has_symptom
C0017168	C0175693	has_symptom
C0017168	C0023521	has_symptom
C0017168	C0013080	has_symptom
C0017168	C0751177	has_symptom
C0017168	C0038828	has_symptom
C0017168	C0338465	has_symptom
C0017168	C1854380	has_symptom
C0017168	C0496779	has_symptom
C0017168	C3554462	has_symptom
C0017168	C0020514	has_symptom
C0017168	C0265449	has_symptom
C0017168	C0859897	has_symptom
C0017168	C0018621	has_symptom
C0017168	C0541912	has_symptom
C0017168	C0038218	has_symptom
C0017168	C0162651	has_symptom
C0017168	C0175754	has_symptom
C0017178	C0162316	has_symptom
C0017178	C0021832	has_symptom
C0017178	C1299624	has_symptom
C0017178	C0033680	has_symptom
C0017178	C0016470	has_symptom
C0017178	C1283620	has_symptom
C0017178	C0376704	has_symptom
C0017178	C0005122	has_symptom
C0017178	C0010346	has_symptom
C0017178	C0013473	has_symptom
C0017178	C0029827	has_symptom
C0017178	C0026272	has_symptom
C0017178	C0040436	has_symptom
C0017178	C2750087	has_symptom
C0017178	C0029768	has_symptom
C0017178	C0751651	has_symptom
C0017178	C0003125	has_symptom
C0017178	C0162672	has_symptom
C0017178	C0032987	has_symptom
C0020255	C0796092	has_symptom
C0020255	C0028326	has_symptom
C0020255	C0020258	has_symptom
C0020255	C0039254	has_symptom
C0020255	C0086652	has_symptom
C0020255	C3151302	has_symptom
C0020255	C0034345	has_symptom
C0020255	C4551998	has_symptom
C0020255	C0334533	has_symptom
C0020255	C1856016	has_symptom
C0020255	C0025309	has_symptom
C0020255	C0220730	has_symptom
C0020255	C0220654	has_symptom
C0020255	C4551510	has_symptom
C0020255	C0206628	has_symptom
C0020255	C0040558	has_symptom
C0020255	C4082173	has_symptom
C0020255	C0039131	has_symptom
C0020255	C0266484	has_symptom
C0020255	C0026780	has_symptom
C0020255	C0009592	has_symptom
C0020255	C0266474	has_symptom
C0020255	C0007789	has_symptom
C0020255	C0039144	has_symptom
C0020255	C0175713	has_symptom
C0020255	C0008049	has_symptom
C0020255	C0220686	has_symptom
C0020255	C0431384	has_symptom
C0020255	C0155339	has_symptom
C0020255	C0270726	has_symptom
C0020255	C0024266	has_symptom
C0020255	C0001889	has_symptom
C0020255	C0003132	has_symptom
C0020255	C0030567	has_symptom
C0020255	C0026709	has_symptom
C0020255	C0001080	has_symptom
C0020255	C2936443	has_symptom
C0020255	C0340421	has_symptom
C0020255	C0349606	has_symptom
C0020255	C2316212	has_symptom
C0020255	C0010964	has_symptom
C0020255	C0022739	has_symptom
C0020255	C0015923	has_symptom
C0020255	C0795953	has_symptom
C0020255	C0003803	has_symptom
C0020255	C1832434	has_symptom
